89,98,57,76,63,34,19,0,0,25,55,56,100,91,36,100
90,94,13,95,26,56,96,27,52,0,0,26,45,64,100,100
90,66,49,100,0,72,67,40,100,0,25,11,34,55,84,93
92,65,50,100,0,82,47,46,87,6,42,0,54,45,100,79
93,100,5,96,42,65,85,32,58,0,0,14,36,47,100,74
93,77,47,100,8,68,70,33,74,0,0,20,52,57,100,92
94,79,40,100,13,65,59,30,67,0,0,17,45,52,100,83
94,83,29,77,100,41,78,0,0,11,45,56,92,100,10,79
95,68,77,100,21,76,60,38,68,0,0,15,29,53,100,81
95,68,76,100,34,78,50,39,52,0,0,6,40,39,100,60
96,100,0,98,22,54,87,15,51,0,25,39,100,73,38,94
96,85,31,100,44,64,96,27,37,0,0,31,72,62,100,91
97,91,33,93,55,46,54,0,0,10,49,49,100,87,30,100
98,89,48,100,29,65,58,25,6,0,0,31,53,63,100,91
98,98,34,96,8,59,63,27,34,0,0,32,42,70,100,100
99,68,58,100,0,78,47,42,100,9,39,0,47,41,100,73
45,100,10,67,7,16,56,0,100,31,91,79,38,95,0,61
45,100,12,82,0,41,17,4,62,0,100,21,96,60,54,66
45,98,13,71,13,21,59,0,100,34,81,79,28,100,0,67
45,67,19,31,48,0,85,26,100,74,69,100,28,80,0,43
45,78,6,48,0,2,46,0,83,34,100,80,63,100,19,78
46,94,13,69,0,28,32,0,77,7,100,44,85,83,43,100
46,99,12,70,0,31,24,0,70,4,100,36,94,76,60,100
46,88,24,61,19,11,63,0,100,29,86,78,45,100,0,86
46,90,14,79,9,19,61,0,100,47,76,100,18,85,0,28
46,94,16,98,0,48,30,1,87,0,100,51,80,100,27,85
46,93,9,63,0,15,45,0,90,24,100,70,60,100,19,83
47,93,1,67,0,16,53,0,100,32,95,81,42,100,7,62
47,100,19,67,0,30,20,0,68,5,100,33,91,72,50,88
47,100,11,81,0,39,21,3,62,0,98,22,100,63,61,73
47,100,0,75,5,29,50,0,100,18,100,63,59,96,4,88
47,100,17,68,0,34,9,0,71,18,97,51,100,86,48,95
47,89,20,55,36,6,80,0,100,45,77,90,32,100,0,67
47,98,5,67,0,23,46,0,95,23,100,67,60,100,10,83
48,100,15,83,0,39,23,1,71,0,100,34,86,77,44,98
48,77,19,66,0,6,49,0,93,38,100,96,48,100,0,70
48,53,10,54,0,0,49,6,88,48,100,100,48,84,7,44
48,99,17,66,0,26,35,0,82,24,100,64,78,100,25,86
48,91,20,60,0,28,18,0,66,15,90,45,100,79,69,100
48,97,13,62,0,21,44,0,89,29,100,70,60,100,4,84
49,83,8,57,0,17,51,0,93,28,100,70,61,100,8,86
49,100,10,79,0,32,33,0,82,8,100,51,74,90,27,97
49,99,5,74,0,24,46,0,98,21,100,70,55,100,5,79
49,100,13,69,0,27,30,0,74,19,100,56,83,94,36,98
50,86,17,60,0,27,21,0,70,9,100,37,91,70,63,100
50,91,16,70,0,30,29,0,76,24,100,62,89,100,36,85
50,100,10,73,0,29,36,0,83,17,100,60,68,94,26,76
51,92,12,63,0,8,54,0,100,37,86,86,28,100,20,56
51,100,16,73,0,27,28,0,70,15,100,51,83,89,40,95
51,99,17,86,0,42,24,2,73,0,100,38,87,82,42,100
51,97,10,75,0,32,34,0,84,15,100,56,71,92,18,100
52,95,8,73,10,22,55,0,100,24,96,74,51,100,0,91
52,84,19,94,0,50,20,7,66,0,100,33,96,79,54,100
53,91,19,73,0,30,23,0,67,14,100,46,90,86,48,100
54,82,12,67,0,28,34,0,83,8,100,46,73,82,28,100
54,63,45,100,1,53,11,0,75,18,100,74,44,98,0,54
54,98,14,71,0,23,40,0,86,22,100,69,64,100,18,86
55,100,21,73,0,36,16,0,58,7,91,34,100,74,65,96
55,89,23,90,0,49,18,8,73,0,100,37,83,80,32,100
56,99,18,72,0,24,36,0,85,23,100,69,58,100,19,74
56,92,15,68,0,24,39,0,86,16,100,60,76,100,30,93
56,100,19,76,0,33,24,0,74,25,100,65,70,87,23,60
56,97,16,100,0,55,18,11,67,0,100,36,91,82,44,98
56,88,10,61,0,15,50,0,91,35,100,81,52,100,9,67
57,100,22,72,0,31,25,0,75,13,100,50,75,87,26,85
57,91,22,70,0,24,37,0,81,21,100,67,69,100,30,73
58,62,8,46,12,0,67,15,100,56,90,100,34,81,0,41
58,96,17,64,0,26,29,0,75,27,100,65,83,100,33,79
58,85,14,54,35,2,100,58,65,100,21,48,60,64,0,0
58,89,15,70,0,30,33,0,79,32,100,72,67,100,18,70
59,90,16,88,0,41,25,0,77,10,100,55,82,100,35,94
59,100,12,74,0,34,29,0,81,21,100,59,91,98,35,83
59,100,24,68,24,19,69,0,100,42,74,85,21,63,0,19
59,87,23,74,0,33,21,0,68,9,100,43,87,85,43,100
60,80,12,50,3,0,57,10,97,50,100,100,46,92,0,59
60,82,21,74,0,25,34,0,82,27,100,75,54,100,14,75
62,88,20,65,0,24,34,0,78,24,100,63,77,100,26,93
62,90,15,77,10,26,56,0,100,31,93,81,42,100,0,70
62,98,22,72,0,29,28,0,77,15,100,57,86,100,37,97
62,96,24,99,0,59,19,17,61,0,97,24,100,71,65,100
62,91,17,92,0,42,30,0,82,6,100,56,70,100,22,95
63,77,30,100,0,59,12,13,67,0,100,37,88,83,34,88
63,100,23,77,0,39,3,0,61,7,100,38,99,78,46,96
63,99,25,77,0,35,22,0,73,17,100,58,79,100,33,91
63,97,19,90,4,36,42,0,95,25,100,77,46,100,0,73
65,84,31,100,0,63,15,16,62,0,100,30,89,78,44,94
67,97,19,74,0,30,34,0,79,32,100,76,58,100,10,73
68,100,24,83,0,41,13,0,60,3,99,30,100,71,55,89
68,100,29,90,0,59,1,17,38,0,77,13,100,48,78,82
69,100,22,80,0,34,31,0,80,28,100,75,56,99,7,71
70,91,25,69,0,35,6,0,58,0,97,25,100,63,85,100
70,92,12,52,26,0,100,43,88,100,13,58,61,68,0,11
70,100,27,75,0,39,6,0,63,2,100,33,93,71,38,74
71,100,29,69,0,32,24,0,76,18,100,56,85,95,31,98
71,100,27,76,1,33,24,0,74,23,100,65,51,79,0,58
73,85,31,65,0,0,52,9,100,57,82,100,81,78,38,25
74,100,2,49,29,0,100,54,61,95,0,39,75,77,6,21
74,95,21,75,0,36,20,0,75,25,100,64,78,100,19,82
74,88,25,100,0,50,22,1,78,0,100,47,63,88,8,91
75,93,46,87,10,49,0,8,58,0,100,31,66,66,22,100
75,72,25,76,0,37,16,0,70,23,100,61,88,100,31,83
75,100,30,81,0,36,19,0,72,14,100,58,70,98,24,74
77,100,53,90,0,43,13,0,86,34,100,84,73,51,10,9
77,100,48,90,24,30,56,0,100,43,90,94,34,72,0,21
78,83,20,58,27,0,100,50,61,100,0,38,68,69,3,8
79,100,28,87,0,52,7,13,57,0,99,26,100,65,71,100
80,88,43,100,9,70,0,31,28,0,78,11,100,46,90,85
81,90,29,82,0,42,10,0,70,16,100,56,96,100,47,82
81,100,29,89,0,55,3,15,51,0,94,24,100,64,68,97
82,87,36,100,0,60,10,8,62,0,100,37,93,90,47,92
84,81,39,100,0,66,9,18,60,0,100,33,89,80,36,92
88,95,43,99,8,65,0,23,40,0,88,21,100,61,79,100
89,100,38,83,0,44,2,0,61,2,100,40,100,88,45,98
94,95,56,100,23,67,0,29,19,0,69,16,100,50,89,90
94,82,45,100,1,63,0,9,53,0,100,30,97,85,47,97
95,100,46,79,14,50,0,18,42,0,88,20,100,53,83,85
97,95,48,100,13,67,0,25,41,0,91,16,100,56,68,91
