13,68,15,30,42,0,86,19,100,56,84,90,33,100,0,73,0
13,54,0,16,39,0,82,17,100,54,89,93,47,100,26,65,0
13,100,0,54,25,13,70,0,100,35,86,81,41,94,6,62,0
13,92,6,38,34,0,79,8,100,55,79,100,34,100,0,66,0
13,76,0,33,40,0,92,20,100,67,63,100,18,68,29,24,0
14,91,9,52,28,10,74,0,100,38,86,81,43,100,0,80,0
14,86,0,75,1,29,40,0,94,10,100,53,62,86,9,100,0
14,81,0,40,19,1,65,0,99,30,100,73,65,100,24,81,0
14,76,0,35,16,0,62,1,95,30,100,70,70,100,25,94,0
14,81,0,41,34,0,87,3,100,56,70,100,20,99,7,49,0
14,79,0,46,18,7,58,0,92,25,100,69,71,100,32,96,0
15,73,0,34,30,0,81,1,100,38,87,78,44,100,16,68,0
15,80,0,46,20,7,67,0,100,33,93,76,53,100,16,75,0
15,79,8,36,37,0,89,21,100,63,73,100,21,82,0,43,0
15,80,0,32,35,0,80,14,100,61,71,100,24,86,13,40,0
15,67,0,24,32,0,76,24,100,62,86,100,37,90,3,57,0
15,100,0,68,6,23,41,0,80,5,100,42,80,80,42,94,0
15,78,6,33,34,0,79,17,100,58,81,99,34,100,0,68,0
15,100,1,55,0,7,37,0,74,24,100,62,80,99,39,95,0
15,95,7,70,14,20,64,0,100,36,83,85,30,100,0,59,0
16,59,0,31,31,0,78,15,100,55,87,98,40,100,6,67,0
16,76,2,44,16,0,84,12,100,57,75,100,9,88,0,44,0
16,68,0,40,26,0,73,10,100,50,82,93,32,100,1,73,0
16,100,9,74,0,33,23,0,77,13,100,50,70,80,15,74,0
16,80,9,35,40,0,86,12,100,56,80,97,32,100,0,67,0
17,96,0,45,26,0,73,1,100,48,88,100,44,99,23,52,0
17,82,3,39,30,0,81,8,100,49,74,90,24,100,0,61,0
17,100,0,56,12,10,63,0,100,36,100,81,51,100,1,79,0
17,96,0,63,6,20,50,0,95,22,100,64,71,100,25,86,0
17,37,24,0,73,14,100,50,89,90,43,100,11,66,0,25,0
17,100,0,60,12,16,59,0,100,27,95,70,51,93,15,63,0
17,72,16,36,40,0,86,12,100,53,79,92,31,100,0,67,0
17,83,2,54,0,13,47,0,90,26,100,68,71,100,26,79,0
17,36,37,4,72,0,100,29,92,75,62,100,26,96,0,66,0
18,73,0,73,10,24,54,0,100,22,95,71,52,100,5,84,0
18,99,6,51,22,6,69,0,100,37,90,83,44,100,0,80,0
18,26,43,0,77,5,100,43,88,86,55,100,21,88,0,52,0
18,91,0,48,22,6,66,0,100,30,91,76,52,100,16,76,0
18,86,0,62,22,9,71,0,100,49,78,100,29,94,17,41,0
18,100,8,53,24,5,69,0,100,39,91,87,45,98,0,79,0
18,84,0,49,14,13,58,0,92,25,100,63,73,93,27,100,0
18,68,0,21,44,0,89,22,100,75,58,100,11,81,1,31,0
19,81,0,41,12,0,54,1,88,29,100,71,72,100,31,91,0
19,86,18,35,57,0,100,24,92,72,47,100,0,77,1,31,0
19,66,3,28,34,0,77,13,100,51,78,89,34,100,0,76,0
19,77,0,37,13,0,63,9,97,41,100,82,58,100,15,77,0
19,78,0,36,25,0,71,4,100,39,90,84,49,100,10,76,0
19,75,0,37,31,0,79,26,100,71,57,100,7,75,7,32,0
20,85,0,61,18,22,50,0,86,11,100,51,79,87,45,100,0
20,85,3,55,0,17,38,0,79,23,100,58,83,92,35,100,0
20,86,0,53,4,11,48,0,89,24,100,64,74,99,26,100,0
20,100,0,61,10,16,58,0,100,26,98,71,56,99,7,89,0
20,75,0,45,29,11,69,0,100,26,90,73,56,100,17,94,0
21,100,0,64,2,23,40,0,86,18,100,56,75,91,30,81,0
21,73,8,40,36,0,77,1,100,44,82,90,41,100,0,86,0
21,73,12,31,40,0,81,18,100,55,82,94,37,100,0,75,0
21,77,0,35,29,0,69,7,100,43,85,89,44,100,12,73,0
21,99,0,60,3,17,50,0,94,25,100,68,64,100,15,90,0
21,71,0,33,22,0,72,10,100,44,93,84,47,100,1,82,0
21,85,1,41,23,1,75,0,100,39,78,83,31,100,0,64,0
22,55,10,60,0,18,46,0,89,28,100,70,68,100,29,69,0
22,98,0,75,4,18,55,0,100,36,84,89,34,100,21,46,0
22,99,7,64,0,25,36,0,83,27,100,64,76,100,19,95,0
23,83,0,48,10,9,53,0,91,23,100,63,75,97,31,100,0
23,85,0,49,2,11,52,0,91,30,100,67,70,100,14,96,0
23,96,5,56,0,15,41,0,83,25,100,63,81,100,34,98,0
23,100,0,65,5,23,52,0,100,21,95,62,53,92,12,66,0
23,100,0,58,8,12,58,0,99,29,100,75,56,100,14,78,0
23,72,0,35,16,0,69,8,100,40,93,78,49,100,14,75,0
23,97,0,53,20,6,66,0,100,35,98,84,53,100,9,81,0
23,77,0,46,0,2,51,0,87,34,100,78,60,100,12,77,0
24,87,0,62,7,0,61,0,100,44,80,100,29,93,7,36,0
24,84,6,80,0,35,31,0,79,11,100,53,77,92,27,100,0
24,77,18,34,46,0,89,20,100,62,78,100,31,90,0,55,0
25,100,0,69,1,20,43,0,87,16,100,61,72,100,29,96,0
25,84,0,62,8,17,52,0,92,26,100,69,66,100,20,88,0
25,40,21,0,60,4,89,35,100,75,71,100,30,90,0,63,0
25,77,15,82,0,40,21,0,73,0,100,38,85,79,37,100,0
25,86,19,83,0,41,14,0,71,16,100,55,78,95,12,100,0
25,57,20,21,62,0,100,22,95,68,61,100,14,99,0,57,0
25,77,3,60,11,0,71,4,100,57,56,100,2,66,0,11,0
25,72,15,31,47,0,93,8,100,50,73,87,28,100,0,68,0
25,76,0,47,20,0,83,22,100,69,49,100,3,65,13,17,0
26,52,16,8,63,0,100,34,99,81,54,100,6,82,0,38,0
26,91,0,80,2,34,33,0,80,8,100,50,82,92,38,100,0
26,92,0,49,10,4,61,0,100,31,95,76,50,100,4,83,0
26,65,0,46,4,1,54,0,95,30,100,75,59,100,12,82,0
26,92,0,54,13,12,63,0,99,30,100,74,61,100,13,80,0
26,73,0,48,18,7,67,0,100,30,87,73,48,100,13,75,0
26,89,0,74,1,30,35,0,80,10,100,50,86,92,46,100,0
26,99,0,61,6,16,53,0,95,28,100,73,58,100,6,90,0
27,76,1,42,16,0,70,3,100,40,92,84,44,100,0,73,0
27,100,0,58,12,5,62,0,100,39,97,91,48,97,18,53,0
27,100,2,56,12,8,62,0,100,33,94,79,46,94,0,72,0
27,100,0,64,4,8,63,0,100,46,73,96,12,79,0,25,0
27,82,5,39,30,0,80,15,100,59,74,100,23,95,0,53,0
27,82,3,47,13,6,67,0,100,34,96,76,51,100,0,82,0
27,84,12,42,18,0,73,7,100,45,93,88,40,100,0,67,0
27,100,6,95,0,42,30,0,79,4,100,51,74,96,24,98,0
27,51,0,22,43,0,90,13,100,54,75,93,27,100,12,61,0
27,87,18,44,33,0,79,0,100,42,82,85,32,100,0,66,0
27,92,0,66,15,21,60,0,100,28,96,73,53,100,2,92,0
28,82,0,39,30,0,80,5,100,54,70,99,22,100,7,50,0
29,94,2,59,0,17,47,0,90,25,100,66,71,100,19,98,0
29,100,0,66,11,24,52,0,98,14,100,55,61,83,11,85,0
29,96,15,53,33,12,79,0,100,38,82,80,38,100,0,74,0
29,74,1,49,0,2,51,0,93,30,100,76,55,100,6,84,0
29,74,9,33,39,0,85,11,100,54,74,94,29,100,0,66,0
29,100,8,62,0,20,41,0,87,19,100,59,60,86,8,89,0
29,82,0,49,10,1,57,0,95,34,100,83,55,100,9,81,0
30,100,4,67,0,24,30,0,66,11,95,41,100,82,64,93,0
30,49,24,9,60,0,90,31,100,71,75,100,32,90,0,63,0
30,94,0,58,4,14,52,0,94,29,100,71,60,100,10,86,0
30,83,8,43,19,3,71,0,100,36,87,78,39,100,0,73,0
30,88,7,77,0,33,30,0,82,6,100,45,74,82,26,100,0
30,71,4,60,0,11,54,0,100,32,97,80,45,100,6,66,0
30,96,0,50,7,1,66,0,100,42,86,91,28,100,3,57,0
30,97,12,71,0,28,33,0,84,16,100,57,74,94,24,100,0
30,86,0,42,23,0,70,3,100,41,82,90,37,100,22,54,0
31,95,5,61,0,23,32,0,77,18,100,51,82,85,37,100,0
31,88,5,50,4,8,57,0,100,30,100,71,56,100,0,92,0
31,88,6,58,14,13,64,0,100,33,96,77,49,100,0,81,0
31,93,7,59,8,20,54,0,98,27,100,65,60,94,0,100,0
31,83,0,53,1,8,57,0,100,30,98,75,51,100,7,72,0
31,78,0,57,14,13,59,0,100,23,98,69,62,100,19,91,0
31,71,2,36,32,0,82,12,100,57,66,93,15,100,0,60,0
31,99,1,59,0,2,62,0,100,47,76,100,20,83,12,28,0
31,72,12,35,35,0,77,17,100,56,89,96,43,100,0,84,0
31,91,1,62,0,20,37,0,80,15,100,52,86,91,44,100,0
31,100,0,80,4,30,37,0,81,8,100,47,70,82,26,91,0
31,92,0,52,18,0,69,6,100,53,72,100,21,100,4,49,0
31,100,0,67,2,26,42,0,86,20,100,60,73,93,25,85,0
31,90,0,50,17,0,64,0,96,43,100,99,58,100,21,63,0
32,90,0,60,2,17,51,0,95,27,100,69,66,100,25,72,0
32,75,6,48,0,16,34,0,79,11,100,39,99,70,82,100,0
32,100,6,65,0,24,29,0,70,20,100,53,93,90,47,97,0
32,84,0,55,18,1,76,0,100,52,71,100,34,61,43,5,0
32,86,0,61,10,4,57,0,100,30,97,87,50,100,4,87,0
32,100,9,63,0,21,30,0,70,14,100,43,87,79,47,90,0
32,89,0,68,16,24,57,0,97,27,100,72,61,99,10,100,0
32,100,6,77,0,33,30,0,81,6,100,44,76,82,26,88,0
32,92,21,49,32,4,79,0,100,41,81,82,33,100,0,66,0
32,42,26,0,71,1,100,36,87,79,45,100,0,81,0,41,0
32,100,7,79,0,34,32,0,82,4,100,46,70,81,21,97,0
32,68,20,36,42,0,83,15,100,56,80,95,36,100,0,73,0
32,62,2,35,0,6,57,0,97,22,100,52,77,80,30,100,0
32,95,1,65,0,25,35,0,79,13,100,49,81,85,37,100,0
33,93,8,58,0,20,35,0,78,21,100,55,94,93,48,100,0
33,95,4,69,0,27,39,0,88,16,100,56,69,89,17,100,0
33,83,1,71,0,13,62,0,100,48,73,100,16,77,8,20,0
33,100,0,72,6,23,54,0,100,30,88,77,35,97,2,64,0
34,76,0,41,7,0,62,0,100,33,95,74,49,100,0,83,0
34,89,14,84,0,38,24,0,75,3,100,42,82,86,34,100,0
34,76,0,41,8,0,65,11,100,47,99,90,42,100,7,67,0
34,100,2,61,0,15,45,0,88,25,100,70,57,92,19,67,0
34,100,0,70,1,17,40,0,80,15,100,61,66,90,26,81,0
34,86,6,50,0,9,49,0,89,29,100,70,66,100,21,76,0
34,100,2,82,0,28,32,0,70,10,100,44,89,90,53,100,0
34,86,22,40,39,0,83,17,100,61,70,96,22,100,0,64,0
35,76,0,42,11,0,65,5,100,41,97,85,49,100,9,69,0
35,44,41,2,81,14,100,60,81,100,40,85,9,49,0,0,0
35,85,22,38,45,0,87,12,100,57,81,100,37,97,0,72,0
35,97,8,76,0,27,42,0,91,17,100,65,60,97,8,100,0
35,100,5,67,0,26,38,0,88,14,100,53,68,87,17,84,0
35,91,4,68,0,25,42,0,89,25,100,67,63,100,13,83,0
35,89,3,61,8,8,62,0,100,40,82,89,27,100,0,54,0
36,92,7,83,0,37,26,0,77,6,100,46,84,89,36,100,0
36,100,3,76,0,32,27,0,70,6,100,37,91,76,49,70,0
36,84,9,86,0,38,27,0,72,9,100,47,88,94,46,100,0
36,96,23,54,42,5,86,0,100,49,76,95,31,100,0,62,0
36,73,12,51,25,0,76,15,100,62,63,100,15,75,0,25,0
36,100,5,66,0,22,40,0,85,19,100,59,65,89,15,94,0
36,52,0,50,6,6,56,0,97,30,100,76,58,100,24,68,0
37,84,0,51,2,7,53,0,98,27,100,70,58,100,7,99,0
37,100,8,78,0,39,18,4,59,0,91,26,100,64,72,92,0
37,92,6,59,0,13,39,0,78,25,100,65,75,100,30,100,0
38,94,4,63,0,20,41,0,84,19,100,60,77,98,32,100,0
38,51,8,66,0,19,42,0,87,26,100,71,61,100,16,84,0
38,73,5,64,0,15,53,0,98,34,100,83,47,100,20,60,0
38,85,13,55,31,8,75,0,100,40,85,87,42,100,0,79,0
38,96,6,60,0,19,47,0,99,25,100,65,71,100,17,85,0
38,99,6,52,14,0,75,3,100,51,73,100,14,83,0,33,0
38,100,10,69,0,27,29,0,71,9,100,42,88,81,46,92,0
38,100,4,73,0,29,33,0,78,3,100,39,85,79,44,98,0
38,100,12,67,19,9,62,0,100,30,83,82,39,91,0,66,0
38,92,11,62,0,27,27,0,75,6,100,36,88,71,59,100,0
39,96,14,77,0,36,25,0,78,4,100,43,77,82,28,100,0
39,90,14,75,0,34,26,0,75,0,100,35,82,74,42,100,0
39,94,0,31,42,0,100,43,95,100,30,69,49,53,30,28,0
39,79,8,71,0,24,40,0,87,24,100,69,62,100,16,80,0
40,94,22,95,0,45,23,0,83,10,100,58,61,100,19,75,0
40,89,0,25,46,0,100,49,70,100,44,78,95,62,34,22,0
40,100,6,66,0,11,41,0,81,19,100,65,60,87,19,77,0
40,100,13,69,0,30,22,0,73,19,100,53,92,91,39,95,0
40,94,0,66,5,23,55,0,98,26,100,70,62,100,6,84,0
40,100,16,70,0,33,20,0,70,13,100,45,88,82,37,85,0
40,100,9,66,0,26,43,0,100,17,100,56,61,88,0,89,0
41,100,9,70,0,30,33,0,88,15,100,54,79,92,28,88,0
42,100,12,68,0,27,32,0,76,9,100,44,88,85,47,85,0
42,96,10,64,0,22,44,0,92,23,100,65,64,99,8,100,0
42,99,8,69,0,28,39,0,85,24,100,64,74,100,21,85,0
42,94,1,70,0,26,44,0,92,22,100,66,64,100,17,84,0
43,97,3,69,0,20,43,0,88,23,100,70,62,100,14,84,0
43,100,8,67,3,27,41,0,87,27,100,66,54,92,0,74,0
43,100,9,64,0,19,44,0,90,22,100,66,66,99,15,88,0
43,95,8,69,0,31,29,0,83,20,100,56,71,90,11,100,0
43,55,14,40,38,0,79,23,100,66,81,100,35,78,0,44,0
44,97,9,62,0,13,41,0,82,26,100,72,63,100,17,92,0
44,94,6,74,0,28,35,0,78,13,100,53,76,91,32,100,0
44,86,14,77,0,34,28,1,70,0,100,33,85,76,48,100,0
0,68,73,45,100,8,20,0,37,38,92,72,85,100,7,81,8
0,78,40,100,97,78,69,39,44,0,100,7,35,37,22,73,8
0,12,50,48,84,87,24,100,29,65,100,35,84,0,9,11,8
0,82,37,62,83,30,65,0,46,32,81,66,100,100,23,90,8
0,23,63,46,100,87,50,100,34,57,86,23,57,0,9,22,8
0,98,5,73,70,39,100,0,43,9,53,50,84,90,26,100,8
0,53,84,42,100,6,10,0,2,34,66,66,86,100,5,84,8
0,31,52,59,46,100,11,81,65,52,100,17,38,0,9,26,8
0,63,61,38,67,0,20,14,56,50,100,85,50,100,2,71,8
0,66,48,100,100,83,69,41,37,0,81,26,76,69,8,93,8
0,88,65,55,100,16,45,0,43,40,90,77,68,100,8,69,8
0,26,57,56,98,94,31,100,45,63,100,31,78,0,9,16,8
0,71,52,100,100,75,53,37,13,0,82,7,34,44,16,83,8
0,20,57,51,94,89,38,100,44,61,100,30,76,0,12,14,8
0,85,19,63,86,31,94,0,3,15,39,50,100,83,29,100,8
0,76,49,100,100,82,58,41,28,0,82,15,28,51,34,88,8
0,56,76,49,100,11,31,0,45,39,95,73,71,100,11,74,8
0,30,46,60,59,100,21,81,67,50,100,16,38,0,7,28,8
0,95,21,65,86,30,54,0,14,25,68,62,100,100,0,90,8
0,20,38,56,46,100,6,81,58,56,100,24,50,0,7,15,8
0,73,54,47,100,15,43,0,51,35,81,69,63,100,2,72,8
0,77,52,57,100,26,54,0,23,24,56,58,75,94,21,100,8
0,24,43,59,64,100,18,94,67,61,100,23,43,0,7,29,8
0,96,31,63,100,32,86,0,12,18,53,53,98,87,41,100,8
0,21,49,57,79,100,15,81,45,44,100,15,29,0,5,25,8
1,13,46,53,72,100,13,97,39,54,100,23,56,0,0,19,8
2,20,44,53,63,100,14,98,53,59,100,25,57,0,0,13,8
2,77,54,100,100,79,86,47,59,16,63,0,73,27,0,43,8
3,57,83,70,100,100,6,85,20,52,71,20,0,0,37,32,8
3,92,12,64,60,28,18,0,0,32,67,55,100,91,33,100,8
3,61,69,34,69,0,0,13,45,46,100,78,71,100,29,71,8
4,11,46,53,76,100,24,98,41,53,100,24,57,0,0,15,8
4,100,23,65,89,36,100,0,20,8,32,49,79,85,0,89,8
5,55,79,87,5,100,38,53,67,6,0,0,27,47,100,84,8
7,60,100,79,76,100,24,71,80,36,84,0,0,14,47,50,8
9,32,60,62,80,100,6,93,36,56,100,27,57,0,0,25,8
12,14,56,48,100,84,53,100,32,65,80,30,62,0,0,17,8
12,76,27,98,45,48,28,0,0,14,54,56,100,100,30,96,8
12,75,3,59,67,25,20,0,27,36,95,68,100,100,0,95,8
13,95,17,66,83,35,77,0,0,14,42,49,100,81,34,100,8
13,78,44,47,36,0,0,0,48,39,100,74,85,100,20,79,8
14,99,16,67,67,33,74,0,0,17,44,48,100,77,39,100,8
15,92,0,96,38,47,79,0,4,8,46,58,100,100,12,86,8
16,38,67,29,43,0,22,25,66,57,100,94,50,100,0,74,8
16,78,66,100,100,75,46,39,0,0,66,4,24,45,23,85,8
16,92,0,70,68,36,68,0,15,25,53,63,100,100,34,92,8
18,74,3,67,74,34,41,0,3,27,59,63,100,100,0,95,8
19,78,29,36,13,0,8,27,58,49,100,79,55,100,0,88,8
19,93,9,74,100,94,25,100,1,49,0,0,93,16,46,60,8
19,74,75,62,78,23,3,0,28,38,94,72,100,100,0,80,8
19,90,57,61,96,19,17,0,2,34,81,64,100,100,0,99,8
20,70,39,100,100,88,67,44,30,1,64,0,22,41,0,85,8
20,60,0,83,15,39,100,9,30,0,47,54,67,100,2,59,8
21,93,0,65,56,35,48,0,17,26,61,60,100,95,32,100,8
21,73,84,42,90,7,0,0,19,35,81,66,100,100,9,89,8
22,100,66,50,100,94,45,95,5,41,58,0,78,42,0,46,8
22,93,0,70,69,37,100,0,15,20,51,60,77,94,42,100,8
23,57,70,39,100,0,40,1,51,43,89,83,60,100,0,75,8
23,83,74,49,100,13,19,0,24,35,82,66,73,100,0,84,8
23,100,46,57,100,79,49,89,0,48,20,0,79,22,24,53,8
23,74,42,38,51,0,0,7,26,42,81,69,100,97,25,100,8
24,66,100,89,30,66,88,32,34,0,0,34,61,72,77,100,8
25,89,65,55,100,21,20,0,0,30,55,62,94,95,22,100,8
25,46,100,31,80,0,0,9,38,45,89,78,54,100,20,68,8
25,94,6,58,87,30,85,0,0,17,49,53,100,89,35,100,8
25,67,79,49,100,13,51,0,54,37,78,73,61,100,0,79,8
26,100,21,65,91,32,66,0,38,25,91,61,100,99,0,98,8
26,94,0,80,47,41,68,0,5,9,52,46,100,84,36,100,8
27,100,0,74,60,43,100,3,34,0,29,44,74,81,10,58,8
27,100,43,66,67,31,45,0,0,27,47,59,100,91,20,97,8
28,6,64,48,100,91,53,100,22,59,80,31,66,0,0,2,8
28,61,59,27,33,0,2,20,63,46,100,79,48,100,0,74,8
28,49,35,93,100,100,81,54,41,13,52,0,66,45,0,63,8
29,95,93,67,84,100,10,68,0,18,74,0,100,44,17,44,8
30,63,61,100,100,82,76,39,42,0,74,9,53,49,0,63,8
31,93,12,78,71,36,31,0,21,33,100,65,69,100,0,78,8
32,59,53,100,100,95,79,46,48,0,93,19,58,55,0,63,8
32,52,22,0,100,2,78,63,35,37,14,100,71,92,0,73,8
32,98,8,71,56,25,28,0,0,42,77,69,100,100,15,92,8
32,100,17,75,87,41,64,0,12,20,79,55,100,96,0,96,8
32,90,0,64,66,29,79,0,12,26,60,67,100,100,16,79,8
32,87,24,54,81,100,0,72,18,44,36,0,100,44,19,49,8
32,84,66,100,100,80,64,40,30,0,68,11,36,52,0,91,8
32,87,76,51,98,14,16,0,46,32,100,66,76,100,0,82,8
33,76,48,100,100,97,74,50,44,4,77,0,39,40,0,79,8
33,88,39,59,63,100,0,65,28,43,40,0,100,42,25,47,8
34,71,16,65,17,23,0,0,1,42,44,75,100,100,46,91,8
35,73,77,55,100,20,39,0,37,35,79,68,86,100,0,84,8
35,88,30,57,50,17,11,0,0,38,56,68,100,100,20,100,8
35,97,35,61,44,19,0,0,23,38,61,68,100,99,51,100,8
35,86,56,65,100,27,23,0,6,28,65,64,98,100,0,85,8
35,100,0,88,58,44,55,0,30,39,100,73,94,97,28,84,8
35,100,0,80,45,41,96,3,44,0,34,38,100,67,78,93,8
35,90,24,61,100,100,12,84,0,29,49,0,96,57,7,28,8
36,53,100,82,55,100,2,69,36,34,74,0,0,14,62,44,8
36,100,39,66,100,97,34,100,29,47,0,0,73,10,32,66,8
36,82,45,60,81,100,0,70,19,45,25,0,100,37,4,32,8
36,93,31,55,79,100,0,73,31,53,27,0,100,37,32,46,8
36,86,0,75,35,34,12,0,11,35,75,68,100,100,12,89,8
37,71,79,71,49,100,0,45,25,36,66,0,100,51,10,26,8
37,100,0,60,94,94,3,89,29,54,0,0,100,28,8,38,8
37,90,4,97,35,57,100,22,49,0,0,33,54,72,35,100,8
38,63,74,100,11,86,34,43,67,0,0,7,27,48,100,76,8
38,73,84,41,100,0,53,7,73,49,98,90,54,100,0,75,8
38,81,92,100,100,66,65,33,37,0,100,20,67,51,0,72,8
39,76,74,40,83,2,11,0,50,35,100,67,73,100,0,81,8
39,73,76,100,22,79,50,43,69,6,0,0,26,30,100,52,8
39,83,17,65,37,26,17,0,0,36,44,70,100,100,32,93,8
40,100,7,84,72,47,100,5,22,0,52,45,84,90,0,94,8
40,83,81,46,79,7,5,0,51,35,100,71,72,100,0,77,8
40,81,67,65,100,27,38,0,0,24,46,61,81,99,27,100,8
40,84,33,81,100,42,81,0,0,13,46,57,94,100,11,90,8
40,100,0,58,93,90,6,92,11,52,9,0,100,34,0,38,8
41,53,60,100,100,89,70,42,33,0,72,16,54,62,0,72,8
41,100,0,70,76,37,100,0,10,5,41,43,97,79,27,91,8
41,84,93,52,100,12,33,0,47,39,93,74,72,100,0,81,8
41,58,99,39,100,1,27,0,33,40,80,75,66,100,0,83,8
42,83,60,53,89,11,13,0,0,33,77,57,100,92,18,100,8
42,98,0,69,54,36,71,0,14,16,54,54,100,91,39,100,8
42,85,85,100,100,68,76,32,45,0,50,1,38,40,0,65,8
43,82,85,44,100,3,17,0,0,34,62,64,90,100,7,95,8
43,39,100,73,69,100,7,70,60,36,57,0,0,16,67,48,8
44,68,58,44,100,7,0,0,7,36,78,68,93,100,11,74,8
44,89,62,48,61,0,0,6,35,47,100,72,81,100,14,84,8
44,87,21,78,68,41,70,0,0,13,45,47,100,80,41,100,8
44,75,21,38,0,0,18,28,56,60,100,90,82,100,28,81,8
44,90,0,79,79,43,95,0,13,10,50,55,100,98,19,100,8
44,73,77,100,100,68,78,28,68,0,100,33,56,51,0,53,8
44,76,61,100,6,75,41,38,70,0,0,0,33,36,100,62,8
45,70,77,35,58,0,0,10,48,42,100,71,84,100,26,81,8
45,74,23,68,92,35,77,0,45,28,100,64,95,100,0,80,8
45,72,18,100,0,64,64,33,98,0,7,5,26,41,100,68,8
46,79,37,60,59,22,0,0,19,35,78,64,100,97,29,100,8
46,92,45,62,38,22,0,0,9,39,57,70,100,100,27,98,8
46,84,65,46,65,9,0,0,30,29,84,57,100,94,44,100,8
46,92,0,75,48,39,44,0,7,19,52,57,100,92,37,100,8
46,78,26,54,84,100,0,75,24,42,29,0,100,44,20,39,8
47,100,27,81,57,37,26,0,0,23,56,53,100,90,40,98,8
47,68,0,70,53,34,85,0,22,12,53,59,100,100,46,88,8
47,69,42,100,6,75,54,39,47,0,0,21,42,58,100,90,8
47,97,17,79,57,40,70,0,0,17,33,53,100,79,65,100,8
48,96,62,65,88,27,21,0,21,33,79,67,100,100,0,85,8
48,97,9,67,100,64,66,100,24,57,0,0,87,8,15,41,8
48,97,7,76,22,35,0,0,5,31,49,65,100,95,52,100,8
48,94,0,76,53,39,47,0,3,14,70,46,100,88,28,100,8
48,92,29,62,92,100,16,67,0,38,36,0,100,43,10,41,8
48,84,38,41,20,0,0,14,37,51,89,81,100,100,36,84,8
48,88,28,58,34,9,0,0,25,42,66,77,100,100,49,78,8
49,100,19,91,31,54,36,15,0,0,7,36,51,63,100,87,8
49,78,34,60,30,18,0,0,19,39,57,73,100,100,44,82,8
